,text,ori_tweet
13705,sneak peek dnc convention theme fault blame bush oh government built ,"Here's a sneak peek at the @DNC convention theme:  ""It's not our fault. Blame Bush. Oh, and government built it."""
13706,wednesday wonder much money barackobama borrowed china today ,It's Wednesday. I wonder how much money @BarackObama borrowed from China today?
13707,record 500b trade deficit chinese year money back financing jobs america ,We are about to have a record $500B trade deficit with the Chinese this year. That money should be back here financing jobs in America.
13708,putin sent russian nuclear sub gulf mexico barackobama bothered concerned mittromney taxes ,"Putin just sent a Russian nuclear sub to the Gulf of Mexico. @BarackObama can't be bothered, he is too concerned with @MittRomney's taxes."
13709,gas prices soaring ca opec laughing stupid ,Gas prices are soaring. $4.12 in CA. OPEC is laughing at how stupid we are.
13710,barackobama caught telling russian pm medvedevrussiae flexible second term russia thinks weak ,.@BarackObama was caught telling Russian PM @MedvedevRussiaE that he can be more 'flexible' in his second term. Russia thinks he's weak.
13711,shirts ties fragrance great macys try make fantastic gifts ,"My shirts, ties and fragrance are doing ""great"" at @Macys--try them! Make fantastic gifts."
13712,idealist person helps people prosperous henry ford ,"""An idealist is a person who helps other people to be prosperous."" --Henry Ford"
13713,many people surprised released concerning barackobama background one ,"Many people will be surprised at what is about to be released concerning @BarackObama's background. I, for one, won't be."
13714,amazing many people still come thank art deal book changed lot lives ,It's amazing how many people still come up to me to thank me for 'The Art of The Deal.' The book has changed a lot of lives.
13715,tired barackobama talking mittromney father discuss barack obama sr ,I am tired of @BarackObama talking about @MittRomney's father. Why don't we discuss Barack Obama Sr.!
13716,glad hear barackobama attack ad featuring plane playing north carolina free ad time trump national charlotte ,Glad to hear @BarackObama's attack ad featuring my plane is playing in North Carolina. Free ad time for Trump National in Charlotte!
13717,distressed real estate opportunities make great investments need foresight instincts know property true potential ,Distressed real estate opportunities can make great investments. You need the foresight and instincts to know the property's true potential.
13718,every economic climate whether uptick downturn presents new opportunities challenges ,"Every economic climate, whether an uptick or downturn, presents new opportunities and challenges."
13719,amazing transformers dark knight rises featured trump properties grossed 1b coincidence ,Amazing--both Transformers & Dark Knight Rises featured Trump properties and each grossed over $1B. Just coincidence.
13720,tuesday wonder much money huffpost lost today great purchase aol ,It's Tuesday. I wonder how much money @HuffPost lost today--great purchase AOL
13721,get tough china destroy us ,We have to get tough with China before they destroy us.
13722,doubt barackobama must defeated see dineshdsouza 2016 obama america amazing film ,If you have any doubt that @BarackObama must be defeated see @DineshDSouza's '2016: Obama's America.' Amazing film!
13723,rosie get better fast starting miss ,".@Rosie, get better fast. I'm starting to miss you!"
13724,dream living steven spielberg ,"""I dream for a living."" --Steven Spielberg"
13725,continuing train afghanis shoot soldiers back afghanistan complete waste time come home ,Why are we continuing to train these Afghanis who then shoot our soldiers in the back? Afghanistan is a complete waste. Time to come home!
13726,unemployment 44 states showing july unemployment numbers broad based barackobama job killer ,Unemployment is up in 44 states showing July's unemployment numbers to be broad based  http://bit.ly/MH43gb  @BarackObama is a job killer.
13727,scary thought joebiden heartbeat away presidency ,Scary thought--@JoeBiden is a heartbeat away from the Presidency.
13728,americans already believe paulryanvp better qualified serve president joebiden surprise ,Americans already believe that @PaulRyanVP is better qualified to serve as  President over @JoeBiden  http://bit.ly/MH3Nhg    No surprise.
13729,oil rising back 100 barrel opec loves rip us always get away ,Oil is rising back over $100 barrel. OPEC loves to rip us off. Why shouldn't they--they always get away with it.
13730,congratulations theslystallone arnold schwarzenegger expendables 2 1 box office opening still going strong ,Congratulations to @TheSlyStallone and Arnold @Schwarzenegger on 'Expendables 2' #1 box office opening. Still going strong!
13731,place success comes work dictionary vidal sassoon ,"""The only place where success comes before work is in the dictionary."" 
--Vidal Sassoon"
13732,congratulations bobmcdonnell leading virginia black 3rd straight year fantastic governor ,Congratulations to @bobmcdonnell on leading Virginia to be in the black for a 3rd straight year. He is a fantastic governor.
13733,barackobama really loved country destroying ruined credit killed jobs obamacare ,"If @BarackObama really loved this country, he wouldn't be destroying it. He has ruined our credit and killed jobs with ObamaCare."
13734,us government foreign indebtedness grown 72 barackobama bleeding us dry china ,US government's foreign indebtedness has grown over 72% under @BarackObama. He is bleeding us dry to China.
13735,us government foreign debt record china laughing way bank ,The US government's foreign debt is at a record $5.29T http://bit.ly/NKxE4x   China is laughing all the way to the bank.
